town	birth.year	death.yearst	sex	age.at.death
Williamstown	1910	1992	F	82
Williamstown	1910	1992	F	82
Williamstown	1914	1992	M	78
Williamstown	1914	1992	F	78
Williamstown	1918	1992	M	74
Williamstown	1921	1992	F	71
Williamstown	1931	1992	F	61
Williamstown	1933	1992	F	59
Williamstown	1936	1992	M	56
Williamstown	1941	1992	M	51
Williamstown	1898	1993	F	95
Williamstown	1899	1993	F	94
Williamstown	1902	1993	F	91
Williamstown	1905	1993	F	88
Williamstown	1905	1993	M	88
Williamstown	1905	1993	M	88
Williamstown	1906	1993	M	87
Williamstown	1907	1993	M	86
Williamstown	1908	1993	M	85
Williamstown	1909	1993	F	84
Williamstown	1912	1993	M	81
Williamstown	1912	1993	M	81
Williamstown	1913	1993	F	80
Williamstown	1915	1993	F	78
Williamstown	1916	1993	F	77
Williamstown	1917	1993	F	76
Williamstown	1921	1993	M	72
Williamstown	1922	1993	M	71
Williamstown	1922	1993	M	71
Williamstown	1923	1993	F	70
Williamstown	1923	1993	F	70
Williamstown	1923	1993	F	70
Williamstown	1924	1993	F	69
Williamstown	1924	1993	M	69
Williamstown	1927	1993	F	66
Williamstown	1935	1993	M	58
Williamstown	1936	1993		57
Williamstown	1971	1993	F	22
Williamstown	1975	1993	F	18
Williamstown	1895	1994	F	99
Williamstown	1897	1994	F	97
Williamstown	1897	1994	M	97
Williamstown	1907	1994	M	87
Williamstown	1909	1994	M	85
Williamstown	1910	1994	M	84
Williamstown	1910	1994	F	84
Williamstown	1912	1994		82
Williamstown	1914	1994	M	80
Williamstown	1914	1994	F	80
Williamstown	1917	1994	M	77
Williamstown	1918	1994	F	76
Williamstown	1919	1994	M	75
Williamstown	1922	1994	F	72
Williamstown	1922	1994	M	72
Williamstown	1923	1994	M	71
Williamstown	1924	1994	M	70
Williamstown	1928	1994		66
Williamstown	1932	1994	M	62
Williamstown	1935	1994	F	59
Williamstown	1940	1994	F	54
Williamstown	1943	1994	F	51
Williamstown	1985	1994	M	9
Williamstown	1903	1995		92
Williamstown	1907	1995	F	88
Williamstown	1907	1995	F	88
Williamstown	1908	1995	M	87
Williamstown	1915	1995	M	80
Williamstown	1916	1995	M	79
Williamstown	1916	1995	F	79
Williamstown	1920	1995	F	75
Williamstown	1921	1995	M	74
Williamstown	1922	1995	F	73
Williamstown	1924	1995	M	71
Williamstown	1930	1995	F	65
Williamstown	1931	1995	M	64
Williamstown	1932	1995	F	63
Williamstown	1939	1995	M	56
Williamstown	1902	1996	F	94
Williamstown	1903	1996	M	93
Williamstown	1904	1996	F	92
Williamstown	1906	1996	F	90
Williamstown	1910	1996	F	86
Williamstown	1910	1996	M	86
Williamstown	1910	1996	M	86
Williamstown	1912	1996	M	84
Williamstown	1914	1996	F	82
Williamstown	1915	1996	M	81
Williamstown	1916	1996	F	80
Williamstown	1916	1996	M	80
Williamstown	1917	1996	F	79
Williamstown	1917	1996	F	79
Williamstown	1918	1996	F	78
Williamstown	1918	1996	F	78
Williamstown	1918	1996	M	78
Williamstown	1922	1996	M	74
Williamstown	1923	1996	M	73
Williamstown	1923	1996	M	73
Williamstown	1925	1996	F	71
Williamstown	1925	1996	F	71
Williamstown	1927	1996	M	69
Williamstown	1927	1996	M	69
Williamstown	1927	1996	M	69
Williamstown	1928	1996	F	68
Williamstown	1934	1996	M	62
Williamstown	1940	1996	F	56
Williamstown	1948	1996	M	48
Williamstown	1952	1996	M	44
Williamstown	1974	1996	M	22
Williamstown	1901	1997	M	96
Williamstown	1904	1997	F	93
Williamstown	1904	1997	M	93
Williamstown	1908	1997	F	89
Williamstown	1909	1997	M	88
Williamstown	1912	1997	M	85
Williamstown	1912	1997	M	85
Williamstown	1914	1997	F	83
Williamstown	1914	1997	F	83
Williamstown	1916	1997	M	81
Williamstown	1916	1997	M	81
Williamstown	1919	1997	M	78
Williamstown	1919	1997	M	78
Williamstown	1924	1997	M	73
Williamstown	1930	1997	M	67
Williamstown	1932	1997	F	65
Williamstown	1943	1997	F	54
Williamstown	1896	1998	M	102
Williamstown	1903	1998	F	95
Williamstown	1906	1998	F	92
Williamstown	1910	1998	M	88
Williamstown	1914	1998	F	84
Williamstown	1917	1998	M	81
Williamstown	1923	1998	F	75
Williamstown	1924	1998	M	74
Williamstown	1925	1998	M	73
Williamstown	1927	1998	M	71
Williamstown	1930	1998	M	68
Williamstown	1932	1998	M	66
Williamstown	1932	1998	F	66
Williamstown	1944	1998	F	54
Williamstown	1950	1998	M	48
Williamstown	1956	1998	M	42
Williamstown	1902	1999	M	97
Williamstown	1905	1999	F	94
Williamstown	1905	1999	M	94
Williamstown	1906	1999	F	93
Williamstown	1908	1999	M	91
Williamstown	1908	1999	F	91
Williamstown	1908	1999	F	91
Williamstown	1910	1999	F	89
Williamstown	1912	1999	F	87
Williamstown	1912	1999	F	87
North Adams	1914	1999	F	85
Williamstown	1919	1999	M	80
Williamstown	1920	1999	M	79
Williamstown	1920	1999	M	79
Williamstown	1922	1999	F	77
Williamstown	1929	1999	F	70
Williamstown	1929	1999	F	70
Williamstown	1929	1999	M	70
Williamstown	1933	1999	M	66
Williamstown	1937	1999	M	62
Williamstown	1943	1999	M	56
Williamstown	1970	1999	M	29
Williamstown	1999	1999	F	0
Williamstown	1902	2000	F	98
Williamstown	1906	2000	F	94
Williamstown	1908	2000	F	92
Williamstown	1912	2000	F	88
Williamstown	1912	2000	F	88
Williamstown	1913	2000	M	87
Williamstown	1915	2000	M	85
Williamstown	1915	2000	M	85
Williamstown	1915	2000	M	85
Williamstown	1916	2000	M	84
Williamstown	1919	2000	F	81
Williamstown	1921	2000	F	79
Williamstown	1923	2000	F	77
Williamstown	1926	2000	M	74
Williamstown	1927	2000	F	73
Williamstown	1930	2000	M	70
Williamstown	1932	2000	M	68
Williamstown	1943	2000	F	57
Williamstown	1902	2001	M	99
Williamstown	1908	2001	F	93
Williamstown	1911	2001	F	90
Williamstown	1913	2001	F	88
Williamstown	1915	2001	F	86
Williamstown	1916	2001	F	85
Williamstown	1919	2001	F	82
Williamstown	1920	2001	M	81
Williamstown	1920	2001	M	81
Williamstown	1928	2001	M	73
Williamstown	1929	2001	M	72
Williamstown	1931	2001	M	70
Williamstown	1931	2001	M	70
Williamstown	1993	2001	F	8
Williamstown	1907	2002	M	95
Williamstown	1910	2002	M	92
Williamstown	1912	2002	F	90
Williamstown	1915	2002	F	87
Williamstown	1916	2002	F	86
Williamstown	1916	2002	F	86
Williamstown	1917	2002	M	85
Williamstown	1917	2002	M	85
Williamstown	1918	2002	F	84
Williamstown	1918	2002	F	84
Williamstown	1921	2002	F	81
Williamstown	1921	2002	M	81
Williamstown	1924	2002	M	78
Williamstown	1925	2002	F	77
Williamstown	1929	2002	F	73
Williamstown	1932	2002	F	70
Williamstown	1939	2002	F	63
Williamstown	1943	2002	M	59
Williamstown	1946	2002	M	56
Williamstown	1953	2002	M	49
Williamstown	1953	2002	F	49
Williamstown	1905	2003	F	98
Williamstown	1906	2003	M	97
Williamstown	1909	2003	M	94
Williamstown	1910	2003	M	93
Williamstown	1910	2003	M	93
Williamstown	1913	2003	F	90
Williamstown	1913	2003	M	90
Williamstown	1915	2003	M	88
Williamstown	1915	2003	M	88
Williamstown	1917	2003	M	86
Williamstown	1918	2003	M	85
Williamstown	1918	2003	F	85
Williamstown	1918	2003	M	85
Williamstown	1919	2003	F	84
Williamstown	1919	2003	M	84
Williamstown	1920	2003	M	83
Williamstown	1920	2003		83
Williamstown	1922	2003	M	81
Williamstown	1922	2003	M	81
Williamstown	1922	2003	M	81
Williamstown	1924	2003	F	79
Williamstown	1924	2003	F	79
Williamstown	1927	2003	M	76
North Adams	1927	2003	F	76
Williamstown	1931	2003	M	72
Williamstown	1931	2003	M	72
Williamstown	1931	2003	M	72
Williamstown	1935	2003	M	68
Williamstown	1970	2003	M	33
Williamstown	1908	2004	M	96
Williamstown	1909	2004	M	95
Williamstown	1911	2004	F	93
Williamstown	1912	2004	M	92
Williamstown	1913	2004	F	91
Williamstown	1913	2004	F	91
Williamstown	1915	2004	F	89
Williamstown	1915	2004	M	89
Williamstown	1916	2004	F	88
Williamstown	1916	2004	M	88
Williamstown	1916	2004	M	88
Williamstown	1916	2004		88
Williamstown	1921	2004	M	83
Williamstown	1923	2004	M	81
Williamstown	1924	2004	M	80
Williamstown	1928	2004	M	76
Williamstown	1929	2004	M	75
Williamstown	1932	2004	F	72
Williamstown	1936	2004	M	68
Williamstown	1940	2004	M	64
Williamstown	1950	2004	F	54
Williamstown	1964	2004	M	40
Williamstown	1967	2004	M	37
Williamstown	1978	2004	M	26
Williamstown	1914	2005	F	91
Williamstown	1914	2005	F	91
Williamstown	1915	2005	F	90
Williamstown	1915	2005	F	90
Williamstown	1917	2005	M	88
Williamstown	1917	2005	M	88
Williamstown	1917	2005	F	88
Williamstown	1918	2005	F	87
Williamstown	1918	2005	F	87
Williamstown	1919	2005	F	86
Williamstown	1920	2005	M	85
Williamstown	1921	2005	F	84
Williamstown	1922	2005	M	83
Williamstown	1923	2005	M	82
Williamstown	1925	2005	F	80
Williamstown	1925	2005	M	80
Williamstown	1927	2005	F	78
Williamstown	1928	2005	M	77
Williamstown	1931	2005	M	74
Williamstown	1931	2005	M	74
Williamstown	1934	2005	M	71
Williamstown	1935	2005	M	70
Williamstown	1938	2005	F	67
Williamstown	1939	2005	M	66
Williamstown	1940	2005	M	65
Williamstown	1942	2005	M	63
Williamstown	1947	2005	F	58
Williamstown	1952	2005	F	53
Williamstown	1954	2005	M	51
Williamstown	1956	2005	M	49
Williamstown	1960	2005	F	45
Williamstown	1969	2005	M	36
Williamstown	1907	2006	F	99
Williamstown	1910	2006	M	96
Williamstown	1913	2006	M	93
Williamstown	1913	2006		93
Williamstown	1918	2006	M	88
Williamstown	1925	2006	M	81
Williamstown	1925	2006	M	81
Williamstown	1925	2006	M	81
Williamstown	1927	2006	M	79
Williamstown	1929	2006	M	77
Williamstown	1930	2006	M	76
Williamstown	1930	2006	M	76
Williamstown	1931	2006	F	75
Williamstown	1933	2006	F	73
Williamstown	1935	2006	F	71
Williamstown	1936	2006	M	70
Williamstown	1941	2006	F	65
North Adams	1912	2007	M	95
Williamstown	1915	2007	F	92
Williamstown	1918	2007	M	89
Williamstown	1920	2007	M	87
Williamstown	1921	2007	M	86
Williamstown	1921	2007	F	86
Williamstown	1921	2007	M	86
Williamstown	1922	2007	M	85
North Adams	1924	2007	F	83
Williamstown	1927	2007	M	80
Williamstown	1930	2007	M	77
Williamstown	1930	2007	M	77
Williamstown	1930	2007	M	77
Williamstown	1933	2007		74
Williamstown	1948	2007		59
Williamstown	1950	2007	F	57
Williamstown	1950	2007	M	57
Williamstown	1908	2008	F	100
Williamstown	1909	2008	M	99
Williamstown	1911	2008	F	97
Williamstown	1916	2008	M	92
Williamstown	1919	2008	M	89
Williamstown	1919	2008	M	89
Williamstown	1921	2008	F	87
Williamstown	1921	2008	F	87
Williamstown	1922	2008	F	86
Williamstown	1925	2008	M	83
Williamstown	1928	2008	F	80
Williamstown	1929	2008	F	79
Williamstown	1930	2008	M	78
Williamstown	1938	2008	F	70
Williamstown	1944	2008	M	64
Williamstown	1947	2008	F	61
Williamstown	1947	2008	M	61
Williamstown	1987	2008	M	21
Williamstown	1914	2009	F	95
Williamstown	1916	2009	F	93
Williamstown	1920	2009	F	89
Williamstown	1920	2009	F	89
Williamstown	1920	2009	F	89
Williamstown	1921	2009	M	88
Williamstown	1922	2009	F	87
Williamstown	1924	2009	M	85
Williamstown	1924	2009	M	85
Williamstown	1924	2009	F	85
Williamstown	1926	2009	F	83
Williamstown	1926	2009	F	83
Williamstown	1927	2009	F	82
Williamstown	1928	2009		81
Williamstown	1931	2009	F	78
Williamstown	1931	2009	F	78
Williamstown	1934	2009	M	75
Williamstown	1955	2009	M	54
Williamstown	1911	2010	F	99
Williamstown	1911	2010	F	99
Williamstown	1912	2010	F	98
Williamstown	1914	2010		96
Williamstown	1915	2010	F	95
Williamstown	1917	2010	M	93
Williamstown	1919	2010	F	91
Williamstown	1919	2010	F	91
Williamstown	1922	2010	M	88
Williamstown	1922	2010		88
Williamstown	1923	2010	F	87
Williamstown	1930	2010	M	80
Williamstown	1930	2010		80
Williamstown	1935	2010	F	75
Williamstown	1943	2010	M	67
Williamstown	1944	2010		66
Williamstown	1910	2011	F	101
Williamstown	1914	2011	F	97
Williamstown	1918	2011	M	93
Williamstown	1920	2011	F	91
Williamstown	1927	2011	F	84
Williamstown	1927	2011	M	84
Williamstown	1927	2011		84
Williamstown	1928	2011	M	83
Williamstown	1939	2011	M	72
Williamstown	1940	2011	F	71
Williamstown	1943	2011	M	68
Williamstown	1959	2011	M	52
Williamstown	1914	2012	F	98
Williamstown	1916	2012	F	96
Williamstown	1919	2012	F	93
Williamstown	1920	2012	F	92
Williamstown	1920	2012	F	92
Williamstown	1922	2012		90
Williamstown	1923	2012	F	89
Williamstown	1924	2012	M	88
Williamstown	1925	2012	M	87
Williamstown	1925	2012	F	87
Williamstown	1926	2012	F	86
Williamstown	1926	2012	M	86
Williamstown	1927	2012	M	85
Williamstown	1927	2012	M	85
Williamstown	1932	2012	F	80
Williamstown	1932	2012	F	80
Williamstown	1935	2012	M	77
Williamstown	1935	2012	F	77
Williamstown	1935	2012	M	77
Williamstown	1942	2012	F	70
Williamstown	1942	2012		70
Williamstown	1946	2012	F	66
Williamstown	1951	2012	M	61
Williamstown	1914	2013		99
Williamstown	1915	2013	M	98
Williamstown	1920	2013	M	93
Williamstown	1920	2013	M	93
Williamstown	1921	2013	F	92
Williamstown	1922	2013	F	91
Williamstown	1923	2013	F	90
Williamstown	1923	2013	M	90
Williamstown	1924	2013	F	89
Williamstown	1924	2013	F	89
North Adams	1925	2013	M	88
Williamstown	1926	2013	M	87
Williamstown	1927	2013	M	86
Williamstown	1929	2013	F	84
Williamstown	1930	2013	F	83
Williamstown	1931	2013	M	82
Williamstown	1933	2013	M	80
Williamstown	1937	2013	M	76
Williamstown	1940	2013	M	73
Williamstown	1947	2013	F	66
Williamstown	1948	2013	M	65
Williamstown	1950	2013	F	63
Williamstown	1950	2013	F	63
Williamstown	1950	2013	M	63
Williamstown	1951	2013	M	62
Williamstown	1956	2013	F	57
Williamstown	1957	2013	F	56
Williamstown	1957	2013	F	56
Williamstown	1977	2013	F	36
Williamstown	1915	2014	M	99
Williamstown	1917	2014	F	97
Williamstown	1921	2014	F	93
Williamstown	1923	2014	F	91
Williamstown	1923	2014	M	91
Williamstown	1925	2014		89
Williamstown	1926	2014	F	88
Williamstown	1926	2014	F	88
Williamstown	1926	2014	F	88
Williamstown	1926	2014	M	88
Williamstown	1928	2014	F	86
Williamstown	1928	2014	M	86
Williamstown	1929	2014	F	85
Williamstown	1931	2014	F	83
Williamstown	1931	2014	F	83
Williamstown	1934	2014	M	80
Williamstown	1939	2014	F	75
Williamstown	1950	2014	M	64
Williamstown	1954	2014	F	60
Williamstown	1954	2014	M	60
Williamstown	1956	2014	M	58
Williamstown	1982	2014	M	32
Williamstown	1918	2015	F	97
Williamstown	1919	2015	M	96
Williamstown	1919	2015	M	96
Williamstown	1920	2015	M	95
Williamstown	1920	2015	M	95
Williamstown	1921	2015	F	94
Williamstown	1922	2015	F	93
Williamstown	1922	2015	F	93
Williamstown	1922	2015	F	93
Williamstown	1924	2015	F	91
Williamstown	1925	2015	F	90
Williamstown	1927	2015	M	88
Williamstown	1928	2015	M	87
Williamstown	1928	2015	M	87
Williamstown	1931	2015	M	84
Williamstown	1932	2015	M	83
Williamstown	1932	2015	F	83
Williamstown	1932	2015	F	83
Williamstown	1932	2015	M	83
Williamstown	1933	2015	F	82
Williamstown	1934	2015	M	81
Williamstown	1939	2015	M	76
Williamstown	1944	2015	F	71
Williamstown	1951	2015	M	64
Williamstown	1951	2015	M	64
Williamstown	1955	2015	F	60
Williamstown	1992	2015	M	23
Williamstown	1920	2016	F	96
Williamstown	1921	2016	M	95
Williamstown	1922	2016	M	94
Williamstown	1922	2016	M	94
Williamstown	1924	2016	F	92
Williamstown	1924	2016	F	92
Williamstown	1925	2016	F	91
Williamstown	1926	2016	F	90
Williamstown	1926	2016	M	90
Williamstown	1930	2016	F	86
Williamstown	1930	2016	F	86
Williamstown	1931	2016	M	85
Williamstown	1932	2016	M	84
Williamstown	1932	2016	M	84
Williamstown	1933	2016	F	83
Williamstown	1934	2016	M	82
Williamstown	1937	2016	F	79
Williamstown	1939	2016	M	77
Williamstown	1940	2016	M	76
Williamstown	1941	2016	F	75
Williamstown	1942	2016	F	74
Williamstown	1942	2016	M	74
Williamstown	1943	2016	F	73
Williamstown	1947	2016	M	69
Williamstown	1948	2016		68
Williamstown	1950	2016	M	66
Williamstown	1958	2016	M	58
Williamstown	1963	2016	M	53
Williamstown	1963	2016	M	53
Williamstown	1964	2016	F	52
Williamstown	1965	2016	M	51
Williamstown	1914	2017	F	103
Williamstown	1917	2017	M	100
Williamstown	1919	2017	F	98
Williamstown	1921	2017	F	96
Williamstown	1923	2017	F	94
Williamstown	1924	2017	M	93
Williamstown	1926	2017	F	91
Williamstown	1928	2017	F	89
Williamstown	1929	2017	M	88
Williamstown	1929	2017	F	88
Williamstown	1929	2017	M	88
Williamstown	1930	2017	M	87
Williamstown	1934	2017	M	83
Williamstown	1934	2017	M	83
Williamstown	1936	2017	F	81
Williamstown	1938	2017	F	79
Williamstown	1939	2017	M	78
Williamstown	1947	2017	F	70
Williamstown	1949	2017	M	68
Williamstown	1974	2017	M	43
Williamstown	1918	2018	F	100
Williamstown	1922	2018	F	96
Williamstown	1922	2018	M	96
Williamstown	1923	2018	M	95
Williamstown	1923	2018	M	95
Williamstown	1924	2018	M	94
Williamstown	1927	2018	M	91
Williamstown	1928	2018	M	90
Williamstown	1928	2018	F	90
Williamstown	1931	2018	F	87
Williamstown	1932	2018	M	86
Williamstown	1933	2018	M	85
Williamstown	1936	2018	M	82
Williamstown	1936	2018	M	82
Williamstown	1937	2018	M	81
Williamstown	1939	2018	M	79
Williamstown	1940	2018	M	78
Williamstown	1942	2018	M	76
Williamstown	1943	2018	M	75
Williamstown	1949	2018	M	69
Williamstown	1924	2019	M	95
Williamstown	1925	2019	F	94
Williamstown	1929	2019	M	90
Williamstown	1930	2019	M	89
Williamstown	1930	2019	F	89
Williamstown	1933	2019	F	86
Williamstown	1934	2019	F	85
Williamstown	1941	2019		78
Williamstown	1948	2019	M	71
Williamstown	1950	2019	F	69
Williamstown	1953	2019	M	66
Williamstown	1955	2019	M	64
Williamstown	1963	2019	F	56
Williamstown	1921	2020	F	99
Williamstown	1922	2020	F	98
Williamstown	1923	2020	F	97
Williamstown	1923	2020	M	97
Williamstown	1924	2020	F	96
Williamstown	1926	2020	F	94
Williamstown	1932	2020	F	88
Williamstown	1932	2020	F	88
Williamstown	1935	2020	M	85
Williamstown	1935	2020	F	85
Williamstown	1936	2020	M	84
Williamstown	1936	2020	M	84
Williamstown	1938	2020	M	82
Williamstown	1939	2020	M	81
Williamstown	1941	2020	M	79
Williamstown	1944	2020	M	76
Williamstown	1948	2020	F	72
Williamstown	1948	2020	M	72
Williamstown	1948	2020	M	72
Williamstown	1954	2020	M	66
Williamstown	1958	2020	M	62
Williamstown	1958	2020	F	62
Williamstown	1963	2020	M	57
Williamstown	1967	2020	M	53
Williamstown	1922	2021	F	99
Williamstown	1924	2021	F	97
Williamstown	1924	2021	F	97
Williamstown	1931	2021	M	90
Williamstown	1937	2021	M	84
Williamstown	1943	2021	M	78
Williamstown	1957	2021	F	64
Williamstown	2009	2021	M	12
Williamstown	1921	2022	F	101
Williamstown	1927	2022	M	95
Williamstown	1931	2022	M	91
Williamstown	1935	2022	M	87
Williamstown	1938	2022	M	84
Williamstown	1995	2022	M	27
Williamstown	1793	1815	M	22
Williamstown	1881	1883	F	2
